"","X","YEAR","month","Ca","Mg","K","Na","NH4","NO3","Cl","SO4","pH","P"
"4706",2,2241,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4707",3,2241,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4708",4,2241,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4709",5,2241,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4710",6,2241,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4711",7,2241,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4712",8,2241,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4713",9,2241,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4714",10,2241,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4715",11,2241,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4716",12,2241,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4717",1,2242,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4718",2,2242,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4719",3,2242,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4720",4,2242,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4721",5,2242,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4722",6,2242,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4723",7,2242,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4724",8,2242,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4725",9,2242,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4726",10,2242,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4727",11,2242,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4728",12,2242,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4729",1,2243,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4730",2,2243,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4731",3,2243,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4732",4,2243,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4733",5,2243,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4734",6,2243,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4735",7,2243,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4736",8,2243,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4737",9,2243,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4738",10,2243,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4739",11,2243,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4740",12,2243,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4741",1,2244,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4742",2,2244,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4743",3,2244,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4744",4,2244,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4745",5,2244,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4746",6,2244,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4747",7,2244,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4748",8,2244,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4749",9,2244,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4750",10,2244,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4751",11,2244,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4752",12,2244,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4753",1,2245,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4754",2,2245,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4755",3,2245,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4756",4,2245,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4757",5,2245,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4758",6,2245,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4759",7,2245,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4760",8,2245,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4761",9,2245,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4762",10,2245,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4763",11,2245,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4764",12,2245,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4765",1,2246,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4766",2,2246,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4767",3,2246,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4768",4,2246,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4769",5,2246,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4770",6,2246,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4771",7,2246,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4772",8,2246,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4773",9,2246,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4774",10,2246,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4775",11,2246,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4776",12,2246,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4777",1,2247,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4778",2,2247,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4779",3,2247,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4780",4,2247,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4781",5,2247,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4782",6,2247,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4783",7,2247,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4784",8,2247,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4785",9,2247,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4786",10,2247,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4787",11,2247,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4788",12,2247,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4789",1,2248,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4790",2,2248,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4791",3,2248,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4792",4,2248,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4793",5,2248,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4794",6,2248,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4795",7,2248,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4796",8,2248,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4797",9,2248,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4798",10,2248,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4799",11,2248,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4800",12,2248,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4801",1,2249,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4802",2,2249,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4803",3,2249,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4804",4,2249,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4805",5,2249,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4806",6,2249,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4807",7,2249,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4808",8,2249,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4809",9,2249,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4810",10,2249,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4811",11,2249,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4812",12,2249,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4813",1,2250,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4814",2,2250,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4815",3,2250,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4816",4,2250,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4817",5,2250,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4818",6,2250,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4819",7,2250,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4820",8,2250,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4821",9,2250,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4822",10,2250,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4823",11,2250,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4824",12,2250,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4825",1,2251,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4826",2,2251,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4827",3,2251,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4828",4,2251,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4829",5,2251,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4830",6,2251,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4831",7,2251,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4832",8,2251,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4833",9,2251,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4834",10,2251,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4835",11,2251,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4836",12,2251,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"1561",1,2252,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1562",2,2252,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1563",3,2252,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1564",4,2252,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1565",5,2252,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1566",6,2252,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1567",7,2252,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1568",8,2252,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1569",9,2252,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1570",10,2252,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1571",11,2252,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1572",12,2252,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1573",1,2253,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1574",2,2253,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1575",3,2253,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1576",4,2253,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1577",5,2253,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1578",6,2253,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1579",7,2253,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1580",8,2253,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1581",9,2253,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1582",10,2253,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1583",11,2253,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1584",12,2253,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1585",1,2254,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1586",2,2254,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1587",3,2254,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1588",4,2254,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1589",5,2254,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1590",6,2254,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1591",7,2254,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1592",8,2254,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1593",9,2254,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1594",10,2254,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1595",11,2254,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1596",12,2254,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1597",1,2255,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1598",2,2255,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1599",3,2255,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1600",4,2255,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1601",5,2255,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1602",6,2255,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1603",7,2255,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1604",8,2255,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1605",9,2255,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1606",10,2255,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1607",11,2255,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1608",12,2255,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1609",1,2256,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1610",2,2256,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1611",3,2256,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1612",4,2256,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1613",5,2256,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1614",6,2256,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1615",7,2256,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1616",8,2256,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1617",9,2256,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1618",10,2256,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1619",11,2256,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1620",12,2256,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1621",1,2257,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1622",2,2257,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1623",3,2257,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1624",4,2257,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1625",5,2257,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1626",6,2257,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1627",7,2257,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1628",8,2257,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
